,Title,Company,Location,Salary,Job Url,Snippet
1281,Customer Service Representative,Diavox Network Inc.,Temporarily Remote in Makati,"PHP 20,000 - PHP 23,900 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DwJnm6aFaPKv_5r93oHT_wofgx4T9XkHeZJvQjKf-yI2V7VcHQw6mbCOmgk2nVG7NMEG-3MqM8enzloH56MAvlKGw7metxm4f9z7YUNf6xn0-soEBMOOHw5ZvDeA8dwutJ8ANPSAI248bEGYWEJaAvDJL6PXyck9D5NJ5zB_jQzfnqHIj0kthQiTyfl7Gt_vXmHAdFvCq2dT5DJfvlWG4cw2nqKxT5hYevziajfuNzh3sNPYsTlfbQWTzIylPxRRllQReQHIyzoP9t-sbAnIpvS-I8-TrY8ucim4c5rDXH_dAPYSlu52Jhsa1ZA-DkiDvyuoeSYV0wr7-PVijBzI87m6SgIxfAy90l1mNcjVDOIWvdRtTKUhn__gIk5L9s-ktVXmEcmsUpQNANtqXaQ7LU3Mt_3QpNGBeKoO-DFV-rAJd_ZlWOSeTPm0AqNm0-SY5gbPvEaeRt5CZhNJrFXh-v7FKmuCfthfwqlgJPJFx2DUJpcG_28lV1&p=0&fvj=1&vjs=3,Graduate or Undergraduate of any course.
1282,Customer Service Representative - Retail Account,Booth and Partners,Remote in Makati,"PHP 20,000 - PHP 23,000 a month",https://ph.indeed.com/company/Booth-and-Partners/jobs/Customer-Service-Representative-67d921dfb386d167?fccid=9bb793be595ef72c&vjs=3,Monitors and process customers’ orders accurately in a timely manner.
1283,Customer Service Representative,Outforce Inc.,Remote in Pasig,"PHP 25,000 a month",https://ph.indeed.com/company/Outforce-Inc./jobs/Customer-Service-Representative-c37170ad496fbad7?fccid=95ed304a20cfae77&vjs=3,Our client is looking for a dedicated Customer Support Representative who will manage customer inquiries and resolve other back-of-house support needs.
1284,Mass Hiring! CSR for Travel Reservation Agent,Orbit Teleservices,Remote in Muntinlupa,"PHP 20,000 a month",https://ph.indeed.com/company/Orbit-Teleservices/jobs/Mass-Customer-Service-Representative-Travel-Reservation-Agent-6ba7b8c6d0c2ac0e?fccid=13060e55466d1fa5&vjs=3,Bonuses for Sales Account and Perfect Attendance Bonuses.
1285,Customer Service Representative PERMANENT WORK FROM HOME,"JustPressOne, Inc.",Remote in Manila,"PHP 23,000 - PHP 24,500 a month","https://ph.indeed.com/company/JustPressOne,-Inc./jobs/Customer-Service-Representative-Permanent-1c6ab93b91cdfddb?fccid=3b954e00f5d7347d&vjs=3",SOME OF OUR ACCOUNTS ARE WEEKENDS OFF!*.
1286,CSR- Corporate Travel Agent| WFH/ Zoom Interview,Orbit Teleservices,Remote in Muntinlupa,"PHP 20,000 a month",https://ph.indeed.com/company/Orbit-Teleservices/jobs/Customer-Service-Representative-ed383f471baf95f8?fccid=13060e55466d1fa5&vjs=3,3 Dependents can be enrolled in our HMO after 3 months.
1287,Customer Service Representative (CSR) RK,"John Clements Consultants, Inc.",Remote in Alabang,,"https://ph.indeed.com/company/John-Clements-Consultants,-Inc.-(JM)/jobs/Customer-Service-Representative-Rk-e0f4fb3162036ec0?fccid=0f208af705b27e01&vjs=3",Answer inbound calls from customers.
1288,Call Center Agent | No Experience need | Alabang,Neksjob Philippines,Remote in Alabang,"PHP 25,000 a month",https://ph.indeed.com/company/Neksjob-Philippines/jobs/Call-Center-Agent-No-Experience-Need-19614c815b099876?fccid=71a1b1d8188c690d&vjs=3,At least with work experience.
1289,Call Center Agent/Customer Service Representative,"Optum Global Solutions, Inc.",Remote in Alabang,"PHP 19,000 - PHP 24,000 a month",https://ph.indeed.com/company/Optum/jobs/Call-Center-Agent-Customer-Service-Representative-89d8aa0d7691abf2?fccid=3c38342724c75954&vjs=3,At least 6 months BPO international voice exp + 2 years college.
1290,Customer Service Representative (CSR),AUMTREND PH INC,"Temporarily Remote in Muntinlupa
+2 locations","PHP 14,000 - PHP 27,000 a month",https://ph.indeed.com/company/AUMTREND-PH-INC/jobs/Customer-Service-Representative-f113283ce2420c04?fccid=02f418d4cb1205ea&vjs=3,Vocational/TESDA Course with at least six (6) months continuous customer facing experience.
1291,Customer Service - Workforce Scheduling Analyst,Shopee,Taguig,,https://ph.indeed.com/rc/clk?jk=dd5ce1f9dccb2b63&fccid=0b476c4a7add47fe&vjs=3,Develop schedules that effectively deliver staffing levels that consistently achieve service level commitments.
1292,Customer Care Officer (Local Account),Teleserv,Manila,,https://ph.indeed.com/rc/clk?jk=d05251e99d3393a7&fccid=61f94e0a3dab9507&vjs=3,Effective customer handling or willing to handle customers over the phone.
1293,Customer Svcs Representative,CBRE,Remote in Makati,,https://ph.indeed.com/rc/clk?jk=6d63e598335cdbf0&fccid=c9b9e477b3c84b4d&vjs=3,"Consistently provides a positive, all-inclusive customer experience by “owning” every customer experience focusing on and driving toward superior customer…"
1294,Customer Svcs Representative (IFM),CBRE,Makati,,https://ph.indeed.com/rc/clk?jk=34344fe40a8dfeab&fccid=c9b9e477b3c84b4d&vjs=3,
1295,Customer Service Representative (CSR)-Manila One Day Process,STACKph,Manila,"PHP 27,000 - PHP 30,000 a month",https://ph.indeed.com/company/STACKph/jobs/Customer-Service-Representative-68b6a9b259f4dcf7?fccid=80b45713c84add61&vjs=3,Good to excellent English communication skills.
1296,Safety Investigations Team Lead I,Uber,Taguig,,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AVIi8UxprrPGU7QPohOxOOpynq0pcPnEidcD-eE3H2SiK6YC1h-8NvVf4iuavWgjcJqhth0XN_u3y5h31HfaY9NLlCqZTb705L-iFVYWJRDKaApU7nyV6CrattSsuo5DzxVWyqhFJg1xeggZOBgmoe8bdG7JjFgRHnKzEZ37WTK3C9bSlR9dEplGlePj1JL3X0tBzlDwOHJx9naIkbN6Ckyk_vcbPvV_S1I4lw0Q7ImPABdddoI6_wlpBnkaafTiNUapiCKexkl_JYwiPaNw2W4U_hE3FDL3p-ClWavbVZIKcgcJiDoPVT-bVk8gsnxy3uMrl2qFgzT3XHue_tTNHmiZ0fLSWuMIBscWmaZg82YvAmJDECZeMrj27hS8N4PxdCKjPPWdYTPq1UgwPXmOgYVl6L84Av2KILt1dX_hjuQPanBEdN0McVZuG7qDSj7XAKFfY5XObwOQzShTuR7JdkQWIcLJIQ0FCPm308zX2MFrLJJDPKcfKpf_ffihUEeqR_cy6Yu3yVk2TWS_cYIlMtRGCfOl7SynirfhlyGN6OUJKETk7-elllaoTJ96s86bCwiEtKEWIfR-SmgFwpD8qZ1e7nP2RCUHTVNbfwnOv7AUn-gm2HOuXfEVrKmPzd7mPDBPnoqCTFQv9iBRFl7_Ao7dT2TNinR-HwM9wWA0ixMvD66lufbZW3Kys_0ng-IpF8IF7iEdRS5EMofIVccbleTU1cD9Km7vRio1qdFsLKJW962mKTnJJQRH2uOwcicRSy9BAW7tuCQQ4rngolJ_vkR3dKx7kTUXn229sdNZPdmVoZZ1iRWwBabQ-3dP4fEyCjui6qZbTyZKAOO6OTrZoi_wv1ChP4R7E1DNt_HojnL-lhBB28qcOThDbpZ7VuyQ_kR4nRTAmSEaOECRzFPoMZrmcnzdSVDpk4vbMJa2h6e3uLwWoJjDGEwkAI_LhKxVejHR4Wj79jSdXa9f4VXlN3QL_PPnRiydKM4eCOT1KXhOo2YcAgprCdTr-pEk_bsGjB8jME3UwNGNmOa0qFr-15&p=0&fvj=0&vjs=3,"Build and maintain partner relationships: Interact and collaborate with teams from the different regions and cities we support, constantly improving our level…"
1297,Customer Service Representative permanent WORK FROM HOME,"JustPressOne, Inc.",Remote in Manila,"PHP 23,000 - PHP 24,500 a month","https://ph.indeed.com/company/JustPressOne,-Inc./jobs/Customer-Service-Representative-Permanent-e8af5b1b4324769f?fccid=3b954e00f5d7347d&vjs=3",SOME OF OUR ACCOUNTS ARE WEEKENDS OFF!*.
1298,Customer Service Representative,Accenture,"Manila
+2 locations",,https://ph.indeed.com/rc/clk?jk=c107c1f9acb344ab&fccid=a4e4e2eaf26690c9&vjs=3,Customer Service Representatives are responsible for managing various customer issues depending on account assignment; transactions can be related to billing…
1299,CSR for Travel Account*WFH*DAYSHIFT*ZOOM INTERVIEW,Metacom,"Temporarily Remote in Manila
+2 locations","PHP 30,000 a month",https://ph.indeed.com/company/Metacom/jobs/Customer-Service-Representative-Travel-Account-Wfh-Dayshift-Zoom-Interview-9683904b392c96c1?fccid=f01fe223168fae3f&vjs=3,Work to a budget set out by the customer planning the holiday.
1300,Customer Care Specialist ( Temporary Work From Home ),"HelloConnect, Inc.",Remote in Taguig,"PHP 25,000 - PHP 28,000 a month",https://ph.indeed.com/company/asd/jobs/Customer-Care-Specialist-b80228620e60bf9c?fccid=88b976939bcff8b5&vjs=3,Providing general support and building engaging relationships on every customer call or interaction.
1301,CASHIERS,"North Park Noodle House, Inc.",Makati,,https://ph.indeed.com/rc/clk?jk=bee0a9ae3a67889b&fccid=65ff484296d6db7f&vjs=3,With a high sense of value for customer service.
1302,Call Center Agents Ramping for South and North Site| Apply n...,Sapient Bpo,Remote in Alabang,"PHP 18,000 - PHP 24,000 a month",https://ph.indeed.com/company/Sapient-Bpo/jobs/Call-Center-Agent-Ramping-South-North-Site-d6ede6b0ed6b9fa0?fccid=37bac58955930bcd&vjs=3,Amenable to work rotating shifts.
1303,Customer Service Representative | Voice & Chat,Omni Channel BPO,Pasig,,https://ph.indeed.com/rc/clk?jk=6a32045948532b37&fccid=e6b6d02f639380d2&vjs=3,Experience working as a virtual customer service representative.
1304,Customer Service Representative | US Food Delivery | Work-Fr...,TaskUs PH,Pasig,"PHP 22,000 - PHP 24,600 a month",https://ph.indeed.com/company/TaskUs/jobs/Customer-Service-Representative-US-Food-Delivery-Work-From-Home-3c66f208692997d5?fccid=e400e5c3cec6a031&vjs=3,Provide customer satisfaction and experience.
1305,Healthcare account Customer Service Representative,Teleperformance,Mandaluyong,"PHP 13,000 - PHP 24,000 a month",https://ph.indeed.com/company/Teleperformance/jobs/Healthcare-Account-Customer-Service-Representative-1e2cc499e00b4ee9?fccid=02e72612c7c0d1ce&vjs=3,Medical & Life Insurance PLUS OTHER PERKS & BENEFITS.
1306,Hiring Call Center Agent for Work From Home setup.,Neksjob Philippines,"Temporarily Remote in Muntinlupa
+6 locations","PHP 17,000 - PHP 19,500 a month",https://ph.indeed.com/company/Neksjob-Philippines/jobs/Call-Center-Agent-Setup-5fcbb3a6f38ee406?fccid=71a1b1d8188c690d&vjs=3,At least HS Graduate- SHS Graduate.
1307,Recruiter,Amex,Remote in Taguig,,https://ph.indeed.com/rc/clk?jk=7190d8f86be05727&fccid=f057e04c37cca134&vjs=3,"The Full Lifecycle Recruiter is responsible for strategically executing the end-to-end hiring process at AXP, while ensuring superior candidate and Hiring…"
1308,B2B Sales Specialist - Night Shift (BPO experience required),PSB Technology Services Inc.,Remote in Pasig,"PHP 30,000 a month",https://ph.indeed.com/company/Pioneer-Square-Brands/jobs/B2b-Sales-Specialist-fb15a39ac17b2fa5?fccid=9341fff88d937993&vjs=3,"Competitive salaries and benefits, including performance incentive."
1309,10 SALES ENCODER,SYMANPRO MANPOWER SERVICES CONTRACTOR CORPORATION,Valenzuela,,https://ph.indeed.com/company/Symanpro-Manpower-Service-Contractor-Corporation/jobs/Sales-Encoder-0ead96fc885db587?fccid=b6164606d1bb6919&vjs=3,With good communication and customer service skills.
1310,Customer Service Associate,Macoline freight forwarding services inc.,Pasay,"PHP 15,000 - PHP 20,000 a month",https://ph.indeed.com/company/Macoline-freight-forwarding-services-inc./jobs/Customer-Service-Associate-79fcb6604aa718a9?fccid=486648a86df738ed&vjs=3,Provide optimal customer services to clients and maintain status report of all shipments.
1311,Customer Care Representative On Site (FV),STARTEK,Remote in Pasig,,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D666yNoAd6xnoNMILRWTWnLxcnGrBgtAh2MsEHVVOme07IuxA0txOzQlisVJLKqJseLEQ7WF4omGckDdc5zg7LqB8sTiB_tub8lxenYkxSZtVXH8q5HzMGiag8gbilX4q7Ci2XMqXowXXlQtdsoE_Bg4XPuCCxJuMW0_UP-KnC2eQMLwu_PBuX1Ugh7dp7nSM0_bM8PsRXHwUW-YQTcMa5JspUD_HZ6fRxcyvBkp0eUetINsc4mgpMIsC_bxK2ugvY9m_4DYh351D0D0DbGKpjzwEn9ivlxIniGx080z4XD9SofWEIG1oYmMKMDuwPCKCHQgmq2sSFXmF3WQYnSbZYhPHvBSAnR8M7PLnjKIRdFDX9NyYPYaKzj_1ZjdnREOyb96aiADYFTd070aONvJg1eJNIawqJGDas-cYMNOfG_l687H4n5mDLZDSqjp_mujUzJCFBiKrwK-3b4edEzJozN--sk9I5Ds_uEqk5iAg6Zs710AdQThuPJs8ZvbvIO_qA-eb3iKiirwHS8Z0gx3NhzCLdLHnoh4r7w1yIlZRUhA4PVoIDiJdZ4q8djIaSyssEHQk6STYYnQ==&p=0&fvj=0&vjs=3,Informs customers about services available and assesses customer needs.
1312,Customer Service Representative (CSR),Superstaff,Makati,"PHP 20,000 - PHP 25,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DXxJcICKi4fJ-7xIqzkW7u7P9qbp83CnzsBp2H-9cyLwP8Kt0ZGUqQq15Bhze1fWyPqvObBUzYVTCiUNg5rGTaLPsPKcU_I-oUh266cpWBsPZs3RxU2KMKcI7XgK-ekLMtQfcrCFi-bCKau1MYWYxhcAKOVhG5saCdhhZy2h8gWKde_3DyB4kL65X0-7HGgdMp4WfBNJHdSMSXh9njJlb1UwTIbqKxfpzucs2HHh8YbEw-aqHisn56Fsn0x6QRZRj6TmI5o7MX75XKjKEvo7I1Gi-IhTWNZCvaq2pi8gGcjruRn5HWLzNU7k1wQBh3Lb3WHmTbdvsvi4cqxb8-ZGcjtE7yfnSnKuTK9mcOJjkDPNZwvluwYv8S1alQeIQByzNvrFQQ2AO7Okdb3rSmALOT-F0hFv4Qta8oAqxcPrQZE3SGS0R2JlEkiHPTiA8g04z2_9uTPi3NAplEnGc-thyUeq_OEGidOG_W9qOeOgeEVFy7mMDQGwk_3OQvTMH_i7M=&p=1&fvj=1&vjs=3,Previous experience in a customer support role.
1313,Earn up to 22k! Be a Customer Experience Executive – TEX | D...,Probe Group,Manila,"PHP 19,000 - PHP 22,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AdjKTobYESM0aXKw_NsynPJXhGjjpLpz7t0S741hBy7npOiDucHJRD2dcNWrAvfVEeOKp-4FJTc7BJnWkN0tfo96o-3MFz_wazt06ovQdzArnbd-hgKKPZbO2qj-tL9187Hc5ZzTwnAP0NFqMGnjvF7mPiugstM4rjRI41Fb1dKy86aMHpXCA8tiLYvT44h8iNxgIqQYV9RG44aKt1i5SGFIlSgYaFBWmwADUsixtts4EDkWPbDgQLR5ldbGxM5Qej10gjQGGght_UDvtMsUHZJ8OGqbj3IrPr_zUgJW73QLvmjF3V_wz8j_vbrsMSzsOvUHyk7fim-4EjMeL2JPbBlkloVgHXNDhFAy1-TN34V31El4Q13LbJB_s7A_L8S6StVzA5Ei4yLxS5P802RIVDAOWIukCXcig7y5Q6nCOsukQTfPwiEjjx9QE8e8sWsCSw7emqKG937SYQjVIvYbaAQ-nHNCpBQINWGFxi30ZxzQ==&p=2&fvj=1&vjs=3,"Experience on phone, email and live chat support preferred but not required."
1314,Safety Investigations Specialist I - US&C RISK,Uber,Taguig,,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AVIi8UxprrPGU7QPohOxOOpynq0pcPnEidcD-eE3H2SiK6YC1h-8NvVf4iuavWgjdHYdYXiPKH-dIOfnd_HyOPxZnrvqUxoKAtbYY1RBgRnDNmqAY7vYnWpGzjOgKdNEDXg9_DD6ha5YDIG3N63JCRX9fIcoTjtnuc61lWNsJsPkqOdx7M_GlpCldxLjJmcNr-Jx5c2fFxYxxMnyyyWyLvGtuWihlPiauvUN87bjPnOkl7-nry9wNDjf0Sq9rRjPb4aZEL23z7EUMaCr4iXcpfH01W0si-GTXVnJzCks6_cW1uU5wWeS9Xye6ZyeMMEVIeuKni5ZPesm7oQp_rMBilLOY3dNt0I9UnjG8qGl_pQ3dBMLNlYi4L9164Y5MnvbsXySiYh3vUj4qq_jR_5r4nk21x9FZbqHu-xlKfQX_LGpeNcsYEbXs5DRwcJ4bEzG24DBfJYIJxTKiT1jrVPOpD0tZDGZ1GlKxU2ajOKQtoXKgKp2a1ykHPVtez1y1hts1izm75kZ5x_HNHlLPh5IkouFYhbUiT_27ApIn9qEwJhOhzkJAFax7jmJtHu5K6q38KBTXID4AHDDJm5VO8ZDCgvFNsu7Gf5uSNswesU1LdZL6uVSHt_xs2uzvDwGjgKpv8jb9lC2Z4KK1Zi1AdytKNK9twxEe-O-Tmzgth_6tCGXZDxN_frSKlB5H5rtKb2K1fFmXLMfQnAPxHmr_ylwqVJHrhvksR0cK5mT9Me_6PdqT-Pc2xM0YDpjt28QOOg20LIjUu3Kf75mRlg4tNwYiCz3sCDtqDBfoxt35uhn9IjvNnZLacS9xzXHmbT57m2Hfi4VzoqOL5G2ZWS_lpaGC9n8NmkuGpECfQnfDKfojlpfIJAmn0f2605xD_kNz_rX1QLwHtT2k9ymtJ98Qbx8lWXKRQO8mrjNgw-CFWcVGrcPbrXHiEySHhsD95kGMivEMXeAicyPkIe3urrbSFi3sqPaKCt_ZhL3D_Sd7kkICpAu6g16IZ7oORo13M7zuP_hsEC61PF8MDfRCpmTOHi-0X&p=3&fvj=0&vjs=3,Escalate concerns/issues to ensure better manage customer experience.
1315,Safety Investigations Specialist I - US&C CAS (Spanish),Uber,Taguig,,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AVIi8UxprrPGU7QPohOxOOpynq0pcPnEidcD-eE3H2SiK6YC1h-8NvVf4iuavWgjfkjkpBiXpRyREOU956mJuZGxXRM1TOkqZeqUlrXcNMbQXWf9LrhPLOZ9ABM27PcgJvGpWupyl4s10OCJ_eHFkjWOBvtzrYq3hRc1UpJ99tElgvZd_c_5Bq0ckrj5ZxJ-5jd0eDphLypGb8TNTiPKs5syZ5ZgAuqHk1S33NXMMfXlKwq11u_iUpVx6tAWb7y2SpFRuEmKAI6-03MsNQJ_CGzqel6z32-omWmQoi_wTmzXwSLqCAQzhjJM6REnE57twbtcDu0FsZuE8x9o5SABOyfUgHY-F5T2oiMeQe1sD3FHzPRYIylsgbs95hZ7wUWDJ5yxbAdT-lLgXf1R2_APbogkGWkLoHQp08SIohJyfobRhmv31cDlhTS7SMXIdYjf6FwGfGNvz9u-FLyvuI_OQQJtiC89f0LiXqfuUl6NS8p6WQP8NZTbe5DiGc0ZUIcrF7QF3q2ymaaNSMJbjQtRa3gFR7dEHx9jI5R8o965QpSblJhM2hY9E0rJJ9kJWXgEpX-GuoVEz73qBBD6G6KvNtWUbzw9Bk2v5nnTYDRVYikEiwff0T0twS5E_krHnK9AFNE4JZR1Zsx-clb65mVTUTR_IaauQ1T3iWj6tD3RO9BeIO7O1H7tHc_-gcII6ZIPiEbZAPiSP1UgM9z3gQxDiL6p6Qm7W49FNePGW0OFuzT2BD795-Nnqv6Z1ANUXZA7PPBz5adwq4VnanxiOIZ_xA-WO7SVP_Wy1V_YXzrNCmpKuMP3n8totmIwRb-GOxoq_Ess_YZqjhsJmM2wfjCZFY6THH608dEDLV1XMRDGauBh5-SqR_fY6EI49LX3a_ORcogWm5Uc9pkz6yootDS8nyR1ow10dv6W0lEbqX-axq5TWl2GAgdVicnkZOK7Iukfu89EZBZk5stJ6AN_AjCIHOiUIQ8cf75186_yS4pIGASo-GV7cje2n5Ld3t8p7Xh3OKV-r0HPYZVNA7YaOpVNNc&p=4&fvj=0&vjs=3,Escalate concerns/issues to ensure better manage customer experience.
1316,Customer Service Representative - ANZ Delivery,Uber,Taguig,,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AVIi8UxprrPGU7QPohOxOOpynq0pcPnEidcD-eE3H2SiK6YC1h-8NvVf4iuavWgjeae65Fjyxp3QCi4fwJJXgg7nF3jN1wLM7gsjxyJqt7TPDE4rvMwBiN1ymISRS-NVW53nbyiPndmG1z3VAJC5VvKJPqXGPdaDE7yaKQhD1jMLtXsu-V7atzepq_h7pnpQ-y2CDoFsyomsyJiCRhKei7Jf2tdcR5dbJREB7KRONI19ksW8f_acR41JRNVrJqtNLD7lL0kG4yxhmxdVW4RMqNuYPR8IY0VgsgTjSv-NdUzoLN8EyBCdv-ESwLfh_T7xlDBTDHNsVq7ughJeFFbUDgYUIe2_CDhpP8SViROx5cedbZcW4rPP0sjSIJQkarFTAjyNG1JNZ2AQFVDGVT5Yu4ldaNC4jH9WKoeoWCVgne6_0YjwRJaV8EcTDvSL50LYesoUk7mTef6tlWAMgWAW6Dj620NuKNkixzs09qKNWvYpEOyeyJvai6DIVRsNK0x_RJE8OqjSCZZbMW1k6B3BZv9XvE8U0Buojo2L51I4Ji5s7xT0D_QWqL_Zd2zwANqSXSC8MOb1v42gjlGqW5LmHKp9o8UzvL_q3Xc1zEoKVuULRJC-cy_8cYVuENwVfF_9F9_yk4_KgofoDO2VVZtxL5EeE7dqkXCnCLHGv7LEc2aYEvxupM3R5QL67Elkxnp-NhhyYrbilP5maHYJEskLmM1vZpLv_tBFcH95RwhI1oKh9Z9O04n0cmBRqFqCMEBPFnpoYdwFrlKP8mDagiNlfbu7Hod8ajglgvBLwyFRcH67PQZPsYOt8uS5w5gUg-hcS7-iuBrZ3qkqeoEYCPRHSkphA76I2_qOloig3IGzW5XX3flV5SEEdaLoFtgQxqjB-NU4SDp2U59cx-g_w1LsUNjVyg0O7TNiC25bZWsTpxgT9w3aWQAAWCTlON8tVE1_kvTjHftKJa30_iyZ0O8yuHQUAGzg3xFxW4SxsyrVgat6gZ81NW6Umio1gwQIWzTR89EkzM052TxSCOhDwKEKOf&p=5&fvj=0&vjs=3,"Work experience in a high energy, productive and customer centric environment."
1317,Customer Sales Representative (WFH),SLK Global Philippines,Temporarily Remote in Muntinlupa,"PHP 17,000 a month",https://ph.indeed.com/company/SLK-Global-Philippines/jobs/Customer-Sales-Representative-f21e2da260d4a447?fccid=12dd5349c59b9b2a&vjs=3,Deliver exceptional customer service to potential and existing customers.
1318,Email / Chat / Voice Account CSR - Open for Fresh Graduate/U...,Trinity Workforce Solutions,Quezon City,,https://ph.indeed.com/company/Trinity-Workforce-Solutions/jobs/Email-08901c60b8c8f41c?fccid=8aebe73d78e51e68&vjs=3,Answering incoming calls from customers.
1319,Customer Assistant,Super Shopping Market Inc. (SM Hypermarket) - Head...,Pasay,,https://ph.indeed.com/company/Super-Shopping-Market-Inc.-(SM-Hypermarket)---Head-Office/jobs/Customer-Assistant-fd621d37067303a5?fccid=0610fe95d907193b&vjs=3,Graduate of any four years course.
1320,"CSR - WFH | Sucat, Parañaque | Equipment provided|20k Salary",M and J Solutions Provider Inc.,Remote in Parañaque,"PHP 18,000 - PHP 20,000 a month",https://ph.indeed.com/company/M-and-J-Solutions-Provider-Inc./jobs/Customer-Service-Representative-bf0804622473dd97?fccid=5e4b8c354944324a&vjs=3,Ensure feedback from the customer to further improve customer services.
1321,Customer Service Representative (NIGHT SHIFT) (Open for Fres...,Insight,Remote in Pasig,"PHP 18,000 - PHP 23,000 a month",https://ph.indeed.com/company/Insight/jobs/Customer-Service-Representative-b3b174013fda7677?fccid=69247daab4a84a92&vjs=3,Establishes and maintains a high level of customer satisfaction in all sales transactions.
1322,Customer Care Specialist (Order Management),Rockwell Automation,Manila,,https://ph.indeed.com/rc/clk?jk=d0e509d1020db4d3&fccid=a4b7e90c6a891db3&vjs=3,Provide timely update to customers / distributors when required.
1323,Call Center Agent | Quezon City | Up to 19K,Teleperformance,Quezon City,"PHP 16,000 - PHP 19,000 a month",https://ph.indeed.com/company/Teleperformance/jobs/Call-Center-Agent-ff5939fc718e7a34?fccid=02e72612c7c0d1ce&vjs=3,Must be at least High School (Old Curriculum) Graduate or Senior High School Graduate (New Curriculum).
1324,Customer Success & Administration Assistant - Work from Home,FiltaGlobal,"Temporarily Remote in Quezon City
+2 locations",,https://ph.indeed.com/company/FiltaGlobal/jobs/Customer-Success-Administration-Assistant-fe9640ec0017d737?fccid=b8eacc727ba93ffa&vjs=3,You will also support the Director and the team with full administration support including process documentation and reaching out to customers outbound to…
1325,Customer Service Associate,Nagase Philippines International Services...,Makati,"PHP 20,000 - PHP 22,000 a month",https://ph.indeed.com/company/Nagase-Philippines-International-Services-Corporation/jobs/Customer-Service-Associate-3a1431764ea32bb2?fccid=60b7419af2b66813&vjs=3,Send monthly PO balance report to customer.
1326,Urgent! BPO Customer Service Agent! On site | Ortigas #LPGL,Outsource Accelerator,Ortigas,"PHP 28,000 - PHP 30,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0As5PB9XzIJzf5O2oyIe1lDNzvnjOsSQukJt3gVSGdvO3CHWq6n4yY4L3WQ_2sIWo-7M7obl_qZbQ4RjQ6mCAW7PViJxCT5XvDzLtsAbOa2cStd-47tg9uFZYtiOm8LGNO76N06xa6xIBsPTc5QZ_u7ix5x-ftPqxqeH4C9A4lIcIVofC4tsezwVkAo4IuaObiYYKAup0CHCFj1xSWb32t1ikLw8RgwVPLMAzM50em2oxw6tIRZClC8n_iRv9XjCpFI9toBsZxFvVbu501ePbAtyJWghpvbiXv3E2atqhezMWBc1gjySUEvINkWl2eKf-_P6RfLW5CbcG99ZUFXdJFsqAQstCWqKevbnaRZtdiXjISSxPBkN-flBfvzPlewgvzq6ZaJW4wHtj-RhT5uPIdEnW7XIFG0PlxRWWuAG3EpJawWpvXT9U9EsFsx70a-e9MsrVtCa9hSXVklRDiVczMyJRbKIkVcQPPIKP9pzFkgrg==&p=0&fvj=1&vjs=3,Utilize customer relationship management software to facilitate the process of responding to customer calls and addressing customer concerns.
1327,09 - Customer Service Representative (Homebased),Support Shepherd,Remote in Manila,"PHP 40,000 - PHP 75,000 a month",https://ph.indeed.com/company/Support-Shepherd/jobs/-d69e65ba28cdd120?fccid=28382f241cf295a3&vjs=3,Will respond to customers via email and possibility of live chat.
1328,Customer Service Agent,Maersk,Manila,,https://ph.indeed.com/rc/clk?jk=60c82c54082604a5&fccid=14e7391c55beeb80&vjs=3,Build strong and lasting relationships with customers and provide second-to-none customer service.
1329,CSR( Work and train from HOME) PC set provided by company,J. Plazo Staffing Corp.,Remote in Alabang,"PHP 20,000 a month",https://ph.indeed.com/company/J.-Plazo-Staffing-Corp./jobs/Customer-Service-Representative-PC-Set-Provided-Company-4991137b85f2a211?fccid=d87e05414a60bdc9&vjs=3,Work and train from home.
1330,Customer Support Specialist | Work from home,"Psychometric, Inc.",Remote in Manila,,https://ph.indeed.com/rc/clk?jk=7b7c0abaf43ee0f1&fccid=ae318d9eb901e2f7&vjs=3,"The role involves engaging with high-end customers in all forms of communication, either through calls or chat/email."
1331,Recruitment and Onboarding Administration Specialist - NA,Johnson & Johnson Family of Companies,Manila,,https://ph.indeed.com/rc/clk?jk=e8dee46bcd9bad4c&fccid=0bed8e17bc113980&vjs=3,Demonstrates customer orientation and excellent customer service skills.
1332,Ramping| Call Center Agent | WAH | WOS,Metacom Business Process Outsourcing Solutions,Remote in Taguig,"PHP 16,000 - PHP 35,000 a month",https://ph.indeed.com/company/Metacom-Business-Process-Outsourcing-Solutions/jobs/Ramping-Call-Center-Agent-Wah-Wos-ab9cc86357685db1?fccid=2182924c0d0893b6&vjs=3,\* Up to 35k expected salary per month.
